apt-type,city,address,rooms,floor,size,price,apt-link,attributes
דירה,נתניה,נחום סוקולוב 45,3.5,1,80,5500,https://www.yad2.co.il/realestate/item/3jl66lq1?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=10,"3 כיווני אוויר, חבל לפספס, בהזדמנות"
חניה,רמת גן,הרי הגלעד 4,1,קרקע,1,350,https://www.yad2.co.il/realestate/item/46lizfq0?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=10,"ייחודי, חבל לפספס, בהזדמנות"
דירה,תל אביב יפו,רקנאטי 7,4,5,132,14900,https://www.yad2.co.il/realestate/item/963p701i?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=10,"4 חדרי מקלחת, 3 כיווני אוויר, חניה"
דירה,הרצליה,בר כוכבא 117,4,4,135,8300,https://www.yad2.co.il/realestate/item/op5t1t7w?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=10,"3 מרפסות, 3 כיווני אוויר, חניה"
דירה,רמת גן,מעלה הנשר 5,5,3,138,7900,https://www.yad2.co.il/realestate/item/vseesw1p?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=10,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לים"
בית פרטי/ קוטג',פרדס חנה כרכור,"ניל""י 10",5.5,קרקע,330,10500,https://www.yad2.co.il/realestate/item/6ry3cedw?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=10,"3 כיווני אוויר, חניה, חדש מקבלן"
דירה,ירושלים,טשרניחובסקי 20,4.5,3,110,10000,https://www.yad2.co.il/realestate/item/0729zj0e?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=10,"3 מרפסות, חניה, בהזדמנות"
דירה,ירושלים,אברהם שלום יהודה 9,3,3,70,6200,https://www.yad2.co.il/realestate/item/i4wk204c?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=10,"3 כיווני אוויר, חניה, בהזדמנות"
סאבלט,תל אביב יפו,ארלוזורוב 22,3,3,88,7500,https://www.yad2.co.il/realestate/item/tkwooypn?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=10,"2 מרפסות, נוף פתוח לעיר, חניה"
דירה,ירושלים,אשר גולאק 405,3,קרקע,59,לא צוין מחיר,https://www.yad2.co.il/realestate/item/bodw5d9b?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=10,"ייחודי, חבל לפספס, בהזדמנות"
דו משפחתי,תל מונד,התבור 27,7,קרקע,250,12000,https://www.yad2.co.il/realestate/item/be9wp9o1?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=10,"2 מרפסות, 3 חדרי מקלחת, 3 כיווני אוויר"
גג/ פנטהאוז,ירושלים,יונתן בן עוזיאל 37,6,7,210,20000,https://www.yad2.co.il/realestate/item/idirp0u0?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=10,"2 מרפסות, 3 חדרי מקלחת, 4 כיווני אוויר"
יחידת דיור,אשקלון,ילתא 5,2,קרקע,95,3200,https://www.yad2.co.il/realestate/item/ty1qf2y0?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=10,"חניה, חבל לפספס, בהזדמנות"
דירה,בת ים,בית וגן 17,2,3,50,4200,https://www.yad2.co.il/realestate/item/rraf6bua?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=11,"נוף פתוח לעיר, מטבח גדול, בניין משופץ"
יחידת דיור,יובל,הרימון 11,1.5,1,40,2250,https://www.yad2.co.il/realestate/item/6q9tdhv3?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=11,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
דירה,באר שבע,דרך השלום 101,4,2,110,2699,https://www.yad2.co.il/realestate/item/ysmxg06m?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=11,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לעיר"
דירה,בני ברק,יהודית 4,3,1,80,4700,https://www.yad2.co.il/realestate/item/qei81jel?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=11,"3 כיווני אוויר, נוף פתוח לפארק, נכס עורפי"
דירה,תל אביב יפו,שדרות רוטשילד 108,3,1,135,11500,https://www.yad2.co.il/realestate/item/6ee44krl?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=11,"2 מרפסות, 4 כיווני אוויר, נוף פתוח לעיר"
דירה,אילת,משעול עירית 1,3.5,5,85,4200,https://www.yad2.co.il/realestate/item/cacndadz?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=11,"3 כיווני אוויר, נוף פתוח לים, נכס עורפי"
דירה,חולון,ארלוזורוב 8,3,3,90,5800,https://www.yad2.co.il/realestate/item/sfrxf7qr?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=11,"ממ""ד, 3 כיווני אוויר, נוף פתוח לעיר"
יחידת דיור,קרית אונו,איריס 5,1.5,5,41,3500,https://www.yad2.co.il/realestate/item/9f6x4lko?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=11,"נכס עורפי, חבל לפספס, בהזדמנות"
דירה,זכרון יעקב,אלי כהן 209,4,קרקע,120,5600,https://www.yad2.co.il/realestate/item/7wz403z7?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=11,"ממ""ד, נוף פתוח לעיר, קרוב לפארק"
דירה,נהריה,עגנון 3,5,6,120,5300,https://www.yad2.co.il/realestate/item/seigb51z?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=11,"ממ""ד, 4 כיווני אוויר, חניה"
דירה,נתניה,המתמיד 5,3,3,75,4100,https://www.yad2.co.il/realestate/item/5kiejupj?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=11,"3 כיווני אוויר, נכס עורפי, בניין משופץ"
דירה,רחובות,יהושוע בן חנניה 42,4,קרקע,140,5350,https://www.yad2.co.il/realestate/item/zsi3nr8j?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=11,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
דירה,עכו,יאנוש קורצ'אק 20,4,1,90,2900,https://www.yad2.co.il/realestate/item/yp4cqohg?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=11,"3 כיווני אוויר, נוף פתוח לפארק, נכס עורפי"
דירה,רמת גן,תפארת ישראל 4,5,2,90,6300,https://www.yad2.co.il/realestate/item/ywv4q3in?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=12,"3 כיווני אוויר, נכס עורפי, בניין משופץ"
בית פרטי/ קוטג',חיבת ציון,מגשימים 10,6,קרקע,350,17250,https://www.yad2.co.il/realestate/item/72v5kx7t?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=12,"3 מרפסות, 3 כיווני אוויר, חניה"
דירה,הרצליה,יהודה הלוי 32,4,1,114,8700,https://www.yad2.co.il/realestate/item/70qfw13m?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=12,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,קרית מוצקין,סעדיה גאון 5,1.5,1,40,1500,https://www.yad2.co.il/realestate/item/hd69nfec?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=12,"קרוב לפארק, חבל לפספס, בהזדמנות"
דירת גן,באר שבע,בני אור 28,2.5,קרקע,50,1990,https://www.yad2.co.il/realestate/item/vsagb2y0?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=12,"3 כיווני אוויר, בניין משופץ, בהזדמנות"
דירה,חולון,עמק דותן 2,5,4,100,6800,https://www.yad2.co.il/realestate/item/hcm8wkce?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=12,"ממ""ד, 3 כיווני אוויר, נוף פתוח לעיר"
דירה,חיפה,"שדרות קק""ל 12",4,3,75,3600,https://www.yad2.co.il/realestate/item/m3uvafgq?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=12,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,אשקלון,מנדלי מוכר ספרים 6,2,3,35,2000,https://www.yad2.co.il/realestate/item/3y9gyuvb?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=12,"בניין משופץ, חבל לפספס, בהזדמנות"
דירה,תל אביב יפו,חכמי אתונה 7,2,קרקע,45,4300,https://www.yad2.co.il/realestate/item/stp7nbn1?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=12,"ממ""ד, נכס עורפי, בהזדמנות"
דירת גן,חיפה,שמשון 17,3.5,קרקע,80,3500,https://www.yad2.co.il/realestate/item/xva29akv?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=12,"4 כיווני אוויר, נכס עורפי, בניין משופץ"
דירה,בת ים,הרצל 81,2.5,2,81,5100,https://www.yad2.co.il/realestate/item/y09is4q2?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=12,"3 כיווני אוויר, נכס עורפי, קרוב לים"
דירה,רמת גן,הרצל 67,4,1,80,6300,https://www.yad2.co.il/realestate/item/awviz1ed?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=12,"2 מרפסות, 3 כיווני אוויר, חניה"
דירה,רמת גן,המכבי 5,2,2,50,4900,https://www.yad2.co.il/realestate/item/lj05vbks?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=12,"2 מרפסות, חבל לפספס, בהזדמנות"
דירת גן,מגדל העמק,חיים הרצוג 16,5,2,218,5400,https://www.yad2.co.il/realestate/item/xfa0o2un?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=13,"ממ""ד, 3 כיווני אוויר, חניה"
יחידת דיור,יקנעם עילית,ירדן 75,1,קרקע,49,2800,https://www.yad2.co.il/realestate/item/rc496f1d?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=13,"בניין משופץ, חבל לפספס, בהזדמנות"
יחידת דיור,צופים,שקד 20,3,קרקע,65,5700,https://www.yad2.co.il/realestate/item/4f29gb8m?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=13,"נכס חדש, חבל לפספס, בהזדמנות"
דירה,מגדל העמק,הגיא 5,4,2,90,3300,https://www.yad2.co.il/realestate/item/7s4uby5v?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=13,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
דירה,תל אביב יפו,רופין 14,3,3,68,8400,https://www.yad2.co.il/realestate/item/iqibbm66?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=13,"3 כיווני אוויר, נוף פתוח לעיר, קרוב לים"
דירה,חיפה,אבן גבירול 8,2,3,40,2200,https://www.yad2.co.il/realestate/item/dbekcw6a?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=13,"נוף פתוח לים, חניה, מטבח גדול"
דירת גן,קצרין,אלונים 5,5.5,1,144,5200,https://www.yad2.co.il/realestate/item/83tz5cug?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=13,"2 מרפסות, חניה, נכס עורפי"
דירה,ראשון לציון,דרור 47,2.5,4,55,4400,https://www.yad2.co.il/realestate/item/u69z7lzw?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=13,"4 כיווני אוויר, נכס עורפי, קרוב לפארק"
בית פרטי/ קוטג',כורזים,שיזף 15,6,קרקע,500,7000,https://www.yad2.co.il/realestate/item/lckucbdd?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=13,"2 מרפסות, 3 כיווני אוויר, חדש מקבלן"
דירה,גבעתיים,סירקין 3,2.5,3,65,5500,https://www.yad2.co.il/realestate/item/6u8m3f9i?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=13,"3 כיווני אוויר, נוף פתוח לעיר, נכס עורפי"
דירה,רמת גן,"אצ""ל 17",4,4,103,6700,https://www.yad2.co.il/realestate/item/scyac9j2?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=13,"חניה, קרוב לפארק, בהזדמנות"
דירה,תל אביב יפו,העבודה 30,2.5,2,58,7800,https://www.yad2.co.il/realestate/item/1l0jr5ji?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=13,"נוף פתוח לעיר, חבל לפספס, בהזדמנות"
גג/ פנטהאוז,קרית אתא,הנביאים 46,5,1,200,5300,https://www.yad2.co.il/realestate/item/vivtp8jh?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=13,"ממ""ד, נוף פתוח לעיר, חניה"
תיירות ונופש,אילת,דרך הערבה 50,2,2,42,6000,https://www.yad2.co.il/realestate/item/v878fqa4?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=14,"ייחודי, חבל לפספס, בהזדמנות"
יחידת דיור,בני עטרות,דרך הראשונים 55,3,קרקע,200,7900,https://www.yad2.co.il/realestate/item/6v0adwb8?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=14,"ממ""ד, נוף פתוח לפארק, חניה"
דירה,ראשון לציון,רוטשילד 74,4.5,5,110,6400,https://www.yad2.co.il/realestate/item/6v6fp4fn?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=14,"3 מרפסות, נוף פתוח לעיר, חניה"
דו משפחתי,מעלה אדומים,האלמוג 17,7,קרקע,200,8500,https://www.yad2.co.il/realestate/item/qe6hixng?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=14,"3 מרפסות, 4 חדרי מקלחת, 3 כיווני אוויר"
דירה,נשר,עמוס 12,2,2,35,2000,https://www.yad2.co.il/realestate/item/tg1b0k7n?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=14,"ייחודי, חבל לפספס, בהזדמנות"
יחידת דיור,ראשון לציון,המגילה 25,3,1,70,4500,https://www.yad2.co.il/realestate/item/po3e4zdc?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=14,"ממ""ד, נכס עורפי, בהזדמנות"
בית פרטי/ קוטג',סביון,השחר 9,7,קרקע,400,17900,https://www.yad2.co.il/realestate/item/eeih8nin?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=14,"2 מרפסות, 4 חדרי מקלחת, 4 כיווני אוויר"
דירה,קרית שמונה,עולי הגרדום 35,3,3,64,2400,https://www.yad2.co.il/realestate/item/y4izwcq6?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=14,"נוף פתוח לעיר, בניין משופץ, בהזדמנות"
דירה,חיפה,הגליל 113,4,3,100,5600,https://www.yad2.co.il/realestate/item/wc4nzpej?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=14,"3 כיווני אוויר, נוף פתוח לים, בניין משופץ"
דופלקס,כפר סבא,הבנים 20,5,3,240,9500,https://www.yad2.co.il/realestate/item/7gfd193g?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=14,"3 מרפסות, 3 חדרי מקלחת, 3 כיווני אוויר"
דירה,באר שבע,סיני 34,4,3,110,3800,https://www.yad2.co.il/realestate/item/b51121xb?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=14,"בניין משופץ, חבל לפספס, בהזדמנות"
בית פרטי/ קוטג',תל אביב יפו,הגולן 57,3,קרקע,339,10000,https://www.yad2.co.il/realestate/item/34hs2pzs?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=14,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לעיר"
