apt-type,city,address,rooms,floor,size,price,apt-link
דירה,באר שבע,א.ל. זיסו 14,4,2,60,2200,https://www.yad2.co.il/realestate/item/400oeggh?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=43
יחידת דיור,באר שבע,מבצע עובדה 15,2,3,40,2300,https://www.yad2.co.il/realestate/item/qedjo2jz?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=43
דירה,באר שבע,דרך השלום 56,3,2,60,2400,https://www.yad2.co.il/realestate/item/p4038t7v?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=44
דירה,באר שבע,דרך השלום 56,3,9,56,2000,https://www.yad2.co.il/realestate/item/uczko1ce?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=45
דירה,באר שבע,סמטת יוטבתה 6,3,3,60,2400,https://www.yad2.co.il/realestate/item/9rkrywo8?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=46
דירה,באר שבע,אברהם אבינו 19,3,2,72,2400,https://www.yad2.co.il/realestate/item/72qlwuwk?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=46
דירה,באר שבע,התקווה 12,3,14,105,3900,https://www.yad2.co.il/realestate/item/04pq1v0l?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=48
דירה,באר שבע,סנהדרין 34,2,0,45,1500,https://www.yad2.co.il/realestate/item/xi15r7u4?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=54
דירה,באר שבע,קפריסין 26,2,4,45,2300,https://www.yad2.co.il/realestate/item/0yoepkal?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=55
יחידת דיור,באר שבע,"ד""ר שלמה צבי רן 9",3,0,80,3200,https://www.yad2.co.il/realestate/item/ka5x292v?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=58
דירה,באר שבע,חיים נחמן ביאליק 105,4,4,105,3600,https://www.yad2.co.il/realestate/item/1ntm0efb?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=64
דירה,באר שבע,שדרות יוהנה ז'בוטינסקי 15,4,7,97,3800,https://www.yad2.co.il/realestate/item/0991dc4o?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=64
דירה,באר שבע,רחבת מבצע ארז 3,3,3,80,100,https://www.yad2.co.il/realestate/item/gi5xv6cy?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=70
דירה,באר שבע,שמעון בר גיורא 15,4,3,76,3800,https://www.yad2.co.il/realestate/item/46t30360?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=70
דירה,באר שבע,דרך מצדה 248,3,3,55,2500,https://www.yad2.co.il/realestate/item/kk8dh9kr?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=73
דירה,באר שבע,דב יוסף 3,2,4,32,1800,https://www.yad2.co.il/realestate/item/07fba7mc?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=73
דירה,באר שבע,יצחק שיפר 1,3,3,60,2200,https://www.yad2.co.il/realestate/item/sx5xp2ht?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=73
דירה,באר שבע,דרך מצדה 54,3,0,45,2600,https://www.yad2.co.il/realestate/item/bvo7irrp?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=80
דירה,באר שבע,גוש עציון 97,2,3,45,1750,https://www.yad2.co.il/realestate/item/xn0p8fh0?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=81
דירה,באר שבע,דרך המשחררים 54,3,3,54,2400,https://www.yad2.co.il/realestate/item/klinj308?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=83
דירה,באר שבע,נחל שילה 33,3,3,83,4150,https://www.yad2.co.il/realestate/item/euod6wym?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=83
דירת גן,באר שבע,יצחק רגר 120,3.5,0,120,3300,https://www.yad2.co.il/realestate/item/dwrszjv6?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=85
דירה,באר שבע,יצחק בן צבי 9,5,17,130,5000,https://www.yad2.co.il/realestate/item/noa1pmyk?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=86
גג/ פנטהאוז,באר שבע,"רמב""ם 30",6.5,9,213,6500,https://www.yad2.co.il/realestate/item/pk7v3bl5?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=88
דירה,באר שבע,רחבת צפת 2,3,4,86,3600,https://www.yad2.co.il/realestate/item/i1fsyuuq?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=91
יחידת דיור,באר שבע,יקותיאל אדם 4,2,1,60,2800,https://www.yad2.co.il/realestate/item/1251h3gm?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=92
דירה,באר שבע,האנדרטה 3,4,4,110,3900,https://www.yad2.co.il/realestate/item/6wy8uoox?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=92
גג/ פנטהאוז,באר שבע,ליאו פיקרד 16,4,5,117,5200,https://www.yad2.co.il/realestate/item/s608bnly?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=92
דירה,באר שבע,דרך השלום 20,2,0,45,1800,https://www.yad2.co.il/realestate/item/sakgriwy?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=92
גג/ פנטהאוז,באר שבע,עין גדי 9,5,9,160,5000,https://www.yad2.co.il/realestate/item/5rlz9cyj?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=94
דירה,באר שבע,הצבי 111,3.5,2,68,2550,https://www.yad2.co.il/realestate/item/gg46kziu?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=94
דירה,באר שבע,מבצע עובדה 66,1.5,1,30,1650,https://www.yad2.co.il/realestate/item/8lpkrtom?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=100
דירה,באר שבע,שדרות יעלים,2,3,48,1800,"https://www.homeless.co.il/rent/viewad,716608.aspx"
דירה,באר שבע,שדרות יעלים,2,3,48,1800,"https://www.homeless.co.il/rent/viewad,715076.aspx"
דירה,באר שבע,שדרות יעלים,2,3,48,1800,"https://www.homeless.co.il/rent/viewad,717285.aspx"
דירה,באר שבע,נחל קדרון 46,4,1,125,,"https://www.homeless.co.il/rent/viewad,716152.aspx"
דירה,באר שבע,"הכ""ג 15",4,3,96,2700,"https://www.homeless.co.il/rent/viewad,714419.aspx"
דירה,באר שבע,קלישר,2,6,55,2000,"https://www.homeless.co.il/rent/viewad,711978.aspx"
דירה,באר שבע,קלישר,2,6,55,2000,"https://www.homeless.co.il/rent/viewad,717799.aspx"
דירה,באר שבע,מבצע עובדה,1.5,1,35,1600,"https://www.homeless.co.il/rent/viewad,714111.aspx"
דירה,באר שבע,גורדון,2,1,50,2600,"https://www.homeless.co.il/rent/viewad,708036.aspx"
דירה,באר שבע,יצחק רגר,2,0,55,2400,"https://www.homeless.co.il/rent/viewad,716991.aspx"
דירה,באר שבע,יצחק רגר,2,0,55,2400,"https://www.homeless.co.il/rent/viewad,714490.aspx"
דירה,באר שבע,יצחק רגר,2,0,55,2400,"https://www.homeless.co.il/rent/viewad,715558.aspx"
דירה,באר שבע,הקנאים,2,2,54,1700,"https://www.homeless.co.il/rent/viewad,715188.aspx"
דירה,באר שבע,קרן היסוד,4,2,109,3300,"https://www.homeless.co.il/rent/viewad,717768.aspx"
דירה,באר שבע,קלישר,4,4,94,3000,"https://www.homeless.co.il/rent/viewad,711978.aspx"
דירה,באר שבע,קלישר,4,4,94,3000,"https://www.homeless.co.il/rent/viewad,717799.aspx"
דירה,באר שבע,יצחק רגר,4,4,90,3333,"https://www.homeless.co.il/rent/viewad,716991.aspx"
דירה,באר שבע,יצחק רגר,4,4,90,3333,"https://www.homeless.co.il/rent/viewad,714490.aspx"
דירה,באר שבע,יצחק רגר,4,4,90,3333,"https://www.homeless.co.il/rent/viewad,715558.aspx"
דירה,באר שבע,שדרות יעלים,2.5,3,48,1900,"https://www.homeless.co.il/rent/viewad,716608.aspx"
דירה,באר שבע,שדרות יעלים,2.5,3,48,1900,"https://www.homeless.co.il/rent/viewad,715076.aspx"
דירה,באר שבע,שדרות יעלים,2.5,3,48,1900,"https://www.homeless.co.il/rent/viewad,717285.aspx"
דירה,באר שבע,מבצע נחשון,4.5,4,84,2800,"https://www.homeless.co.il/rent/viewad,711193.aspx"
דירה,באר שבע,שדרות ירושלים,4,8,100,3800,"https://www.homeless.co.il/rent/viewad,716387.aspx"
דירה,באר שבע,שדרות יעלים,2,5,50,2600,"https://www.homeless.co.il/rent/viewad,716608.aspx"
דירה,באר שבע,שדרות יעלים,2,5,50,2600,"https://www.homeless.co.il/rent/viewad,715076.aspx"
דירה,באר שבע,שדרות יעלים,2,5,50,2600,"https://www.homeless.co.il/rent/viewad,717285.aspx"
דירה,באר שבע,גוש עציון,2,0,40,1950,"https://www.homeless.co.il/rent/viewad,709849.aspx"
דירה,באר שבע,רבי עקיבא,2,1,50,1700,"https://www.homeless.co.il/rent/viewad,719117.aspx"
דירה,באר שבע,נחל שילה,4,2,120,4000,"https://www.homeless.co.il/rent/viewad,717585.aspx"
דירה,באר שבע,נחל שילה,4,2,120,4000,"https://www.homeless.co.il/rent/viewad,719929.aspx"
דירה,באר שבע,יצחק רגר,3,0,60,2800,"https://www.homeless.co.il/rent/viewad,716991.aspx"
דירה,באר שבע,יצחק רגר,3,0,60,2800,"https://www.homeless.co.il/rent/viewad,714490.aspx"
דירה,באר שבע,יצחק רגר,3,0,60,2800,"https://www.homeless.co.il/rent/viewad,715558.aspx"
דירה,באר שבע,פנחס רוזן,3,4,80,2200,"https://www.homeless.co.il/rent/viewad,714463.aspx"
דירה,באר שבע,משה שרת,3,5,98,3000,"https://www.homeless.co.il/rent/viewad,717719.aspx"
דירה,באר שבע,משה שרת,3,5,98,3000,"https://www.homeless.co.il/rent/viewad,709514.aspx"
דירה,באר שבע,רינגלבלום,3,3,75,2600,"https://www.homeless.co.il/rent/viewad,710684.aspx"
יחידת דיור,באר שבע,אסא,2,2,60,2400,"https://www.homeless.co.il/rent/viewad,719424.aspx"
יחידת דיור,באר שבע,רחבת הרב קוק,2,4,30,2000,"https://www.homeless.co.il/rent/viewad,715496.aspx"
יחידת דיור,באר שבע,"רש""י",2,3,38,1650,"https://www.homeless.co.il/rent/viewad,707720.aspx"
יחידת דיור,באר שבע,"רד""ק",2,1,35,1900,"https://www.homeless.co.il/rent/viewad,707510.aspx"
יחידת דיור,באר שבע,המעפילים,1.5,2,35,1300,"https://www.homeless.co.il/rent/viewad,710240.aspx"
יחידת דיור,באר שבע,כיכר אליעזר קפלן,2,5,45,2300,"https://www.homeless.co.il/rent/viewad,707290.aspx"
יחידת דיור,באר שבע,משה שרת,2,0,40,2200,"https://www.homeless.co.il/rent/viewad,717719.aspx"
יחידת דיור,באר שבע,משה שרת,2,0,40,2200,"https://www.homeless.co.il/rent/viewad,709514.aspx"
דירת גן,באר שבע,נחל שילה,4,0,105,4600,"https://www.homeless.co.il/rent/viewad,717585.aspx"
דירת גן,באר שבע,נחל שילה,4,0,105,4600,"https://www.homeless.co.il/rent/viewad,719929.aspx"
בית פרטי,באר שבע,מעלה עקרבים,5,0,113,4500,"https://www.homeless.co.il/rent/viewad,714609.aspx"
וילה,באר שבע,הר חרמון,7,0,240,7200,"https://www.homeless.co.il/rent/viewad,708394.aspx"
דירת גן,באר שבע,משה סתוי,2,0,85,2500,"https://www.homeless.co.il/rent/viewad,713771.aspx"
יחידת דיור,בארותיים,האפיק 337,2.5,0,65,4500,"https://www.homeless.co.il/rent/viewad,715559.aspx"
יחידת דיור,בארותיים,האפיק,2.5,0,65,4600,"https://www.homeless.co.il/rent/viewad,713747.aspx"
דירת גן,בוסתן הגליל,דרך הים 6,3,0,87,3400,https://www.yad2.co.il/realestate/item/bad8g9pa?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=24
בית פרטי,בית אלעזרי,התמר,5,0,180,12000,"https://www.homeless.co.il/rent/viewad,716652.aspx"
דו משפחתי,בית אריה / עופרים,כרמים 9,7,0,210,7600,https://www.yad2.co.il/realestate/item/2lmx9tuv?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=23
יחידת דיור,בית אריה / עופרים,דולב 27,5,0,150,5200,https://www.yad2.co.il/realestate/item/wyvn2put?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=47
דו משפחתי,בית אריה / עופרים,כרמים 73,5,0,360,7000,https://www.yad2.co.il/realestate/item/jn4g7987?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=91
יחידת דיור,בית דגן,הגולן 26,2,0,35,3600,https://www.yad2.co.il/realestate/item/byp3p1t8?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=18
בית פרטי/ קוטג',בית יצחק שער חפר,שער הכפר 2,5,0,970,13000,https://www.yad2.co.il/realestate/item/xqe6hi2o?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=85
בית פרטי/ קוטג',בית לחם הגלילית,השדרה הטמפלרית 14,5,0,120,6900,https://www.yad2.co.il/realestate/item/36kq400o?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=28
דירת גן,בית עוזיאל,הזית 1,3,1,160,5500,https://www.yad2.co.il/realestate/item/pa0juywh?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=53
בית פרטי/ קוטג',בית קמה,בית קמה 1,5,0,500,11000,https://www.yad2.co.il/realestate/item/f92w8z7g?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=21
בית פרטי/ קוטג',בית שמש,מצדה 4,8,0,375,19000,https://www.yad2.co.il/realestate/item/q1kfy3kn?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=21
דירה,בית שמש,ירמיהו הנביא 20,5,3,105,6500,https://www.yad2.co.il/realestate/item/2p4kdnl8?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=27
דירה,בית שמש,דבורה הנביאה 4,1,-1,16,2000,https://www.yad2.co.il/realestate/item/88pju8jn?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=27
דופלקס,בית שמש,רב חלקיה בר טובי 4,4.5,1,160,6700,https://www.yad2.co.il/realestate/item/wwnb1lrd?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=84
דירה,בית שמש,חבקוק הנביא 37,4.5,3,110,6000,"https://www.homeless.co.il/rent/viewad,719928.aspx"
דירה,בני ברק,אבן שפרוט 3,2,3,50,3500,https://www.yad2.co.il/realestate/item/0jxyoj2c?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=9
דירה,בני ברק,יהודית 4,3,1,80,4700,https://www.yad2.co.il/realestate/item/qei81jel?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=11
דירה,בני ברק,רבי עקיבא 63,5,2,102,7200,https://www.yad2.co.il/realestate/item/pu79e368?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=22
דירה,בני ברק,שבטי ישראל 35,4,4,85,5950,https://www.yad2.co.il/realestate/item/w2g7dtad?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=23
דירה,בני ברק,הרב דנגור 6,2.5,4,70,4200,https://www.yad2.co.il/realestate/item/7zgrk3nh?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=27
דירה,בני ברק,שבטי ישראל 33,3,3,72,4700,https://www.yad2.co.il/realestate/item/7i3ynb2n?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=40
דירה,בני ברק,"פלמ""ח 20",3.5,2,80,5350,https://www.yad2.co.il/realestate/item/821n9ztv?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=46
דירה,בני ברק,הרב הרצוג 29,5,3,100,5690,https://www.yad2.co.il/realestate/item/pbk0ddjg?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=50
דירה,בני ברק,הרב ברוט 11,4,1,110,5500,https://www.yad2.co.il/realestate/item/x4km8o38?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=53
יחידת דיור,בני ברק,הירקון 8,1,2,22,2500,https://www.yad2.co.il/realestate/item/9txvvw56?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=84
